YEAR;EQ_PRIMARY;INTENSITY;COUNTRY;LATITUDE;LONGITUDE;DEATHS
1889;0;0;MEXICO;18.8;-99;0
1889;6.3;0;JAPAN;32.8;130.7;20
1889;0;8;GREECE;38.3;22;0
1889;6.9;11;GREECE;39.2;26;25
1889;8.3;10;KAZAKHSTAN;43.2;78.7;0
1890;0;8;INDONESIA;-6.76;111.04;0
1890;0;7;INDONESIA;-4.5;129.9;0
1890;0;0;PHILIPPINES;11.2;124.4;0
1890;7.2;10;IRAN;36.6;54.6;171
1890;5.5;7;CHINA;36.9;112.9;0
1891;6.2;0;NEW ZEALAND;-37.4;174.4;0
1891;7;0;INDONESIA;-9;124;0
1891;0;0;INDONESIA;5.4;96;0
1891;0;0;MEXICO;25.5;-103.5;0
1891;8.4;0;JAPAN;35.5;137;7273
1891;0;10;ALGERIA;36.5;1.8;36
1891;5.8;7;CHINA;37.1;111.9;31
1891;0;0;TURKEY;38.3;43.2;0
1891;0;6;USA;48;-123.5;0
1892;0;0;CHILE;-18.5;-70.35;0
1892;0;0;VANUATU;-15.25;166.83;0
1892;7;0;INDONESIA;-3;127.75;0
1892;0;6;INDONESIA;2.5;99.5;0
1892;7.5;8;USA TERRITORY;14;143.3;0
1892;0;10;PHILIPPINES;17.3;120.6;2
1892;0;8;PHILIPPINES;21;122;0
1892;0;0;PAKISTAN;30.5;66.2;0
1892;0;10;MEXICO;31.5;-116.5;0
1892;0;0;JAPAN;37;136.8;0
1892;0;9;USA;38.5;-122.5;0
1892;6.2;9;USA;38.5;-121.9;0
1893;6;0;VANUATU;-17.75;168.3;0
1893;0;10;PHILIPPINES;6.9;125.8;0
1893;0;0;JAMAICA;17.97;-76.8;0
1893;6.8;9;CHINA;30.5;101.5;288
1893;5.5;7;CHINA;36.6;101.8;0
1893;6.6;10;IRAN;37.2;58.4;18000
1893;6.4;11;GREECE;37.7;20.9;0
1893;6.4;10;GREECE;37.7;20.9;0
1893;6.7;9;TURKEY;38.3;38.3;400
1893;7.5;11;ALBANIA;40.2;19.7;0
1893;6.5;10;GREECE;40.5;25.5;0
1893;6.5;8;CHINA;41.2;80.3;0
1893;6.8;9;CHINA;41.7;82.8;90
1893;0;10;ITALY;41.75;16;0
1893;0;0;JAPAN;42.5;145.5;0
1893;0;0;RUSSIA;43.3;147.5;0
1893;0;10;SERBIA;44.2;21.2;3
1894;7.5;9;ARGENTINA;-32;-68.5;0
1894;0;8;PHILIPPINES;6;126;0
1894;0;8;PHILIPPINES;8.2;126.1;0
1894;8.2;9;VENEZUELA;8.5;-71.7;400
1894;0;0;VENEZUELA;9.4;-70.1;0
1894;0;0;IRAN;29.4;52.3;0
1894;7.5;0;JAPAN;35.7;139.9;24
1894;0;0;IRAN;37.1;58.3;0
1894;6.3;0;GREECE;37.75;21.75;0
1894;0;10;ITALY;38.3;15.9;101
1894;6.7;10;GREECE;38.6;23.2;255
1894;6.9;11;GREECE;38.7;23.1;0
1894;7;0;JAPAN;38.9;139.8;726
1894;0;10;TURKEY;40.6;28.7;0
1894;7.9;9;JAPAN;42.5;146;1
1895;6;0;NEW ZEALAND;-38.8;176;0
1895;0;0;CHILE;-18;-71;0
1895;7.3;0;SOLOMON SEA;-8.4;150.1;0
1895;0;7;PHILIPPINES;13.4;121.7;0
1895;0;0;MYANMAR (BURMA);16.8;96.2;0
1895;6;8;CHINA;23.5;116.5;0
1895;0;0;JAPAN;33;130;0
1895;0;0;IRAN;35.7;51.4;0
1895;0;0;USA;37;-89.4;0
1895;6.8;0;IRAN;37.1;58.4;1000
1895;7.5;10;GREECE;39.5;20.5;0
1895;0;10;GREECE;39.5;20.5;0
1895;8.2;10;TURKMENISTAN;39.5;53.7;0
1895;6.4;10;ALBANIA;40;20.1;0
1895;0;10;ALBANIA;40.1;19.4;0
1895;4.3;6;USA;40.667;-74.883;0
1895;0;10;ALBANIA;41.2;19.3;0
1895;0;0;ITALY;41.7;12.2;0
1895;0;10;ITALY;43.9;11.1;0
1895;6.1;9;SLOVENIA;46.1;14.5;7
1896;0;8;CHILE;-33;-71;0
1896;0;8;INDONESIA;-8.25;124.75;250
1896;6.8;0;INDONESIA;-3.5;102.5;0
1896;0;0;JAMAICA;17.6;-76.7;0
1896;0;0;MEXICO;19.2;-104;0
1896;5.8;7;CHINA;29.2;104.9;26
1896;0;0;IRAN;30.3;57.1;0
1896;0;0;JAPAN;36.5;141;0
1896;7.5;6;AFGHANISTAN;37;71;0
1896;0;8;IRAN;37.8;48.3;300
1896;6.5;0;CHINA;38;76;7
1896;0;0;IRAN;38.5;45;800
1896;8.3;0;JAPAN;39.5;144;27122
1896;6.6;8;CHINA;39.7;75.9;7
1896;0;0;JAPAN;40;141;206
1896;7.6;9;RUSSIA;43.5;146;0
1896;0;7;ITALY;43.7;8.1;0
1896;0;0;ICELAND;64;-21;0
1897;6.5;9;AUSTRALIA;-37.3;139.7;0
1897;7.7;7;PERU;-11.9;-76.8;0
1897;5.5;0;INDONESIA;-6.8;120.8;0
1897;8.6;7;PHILIPPINES;6;122;0
1897;8.7;9;PHILIPPINES;6;122;0
1897;7.9;8;PHILIPPINES;12;124;0
1897;8.1;9;PHILIPPINES;12;126;0
1897;0;8;PHILIPPINES;12;126;0
1897;7.9;0;PHILIPPINES;12;126;0
1897;7;0;MEXICO;16;-95;0
1897;0;9;GUADELOUPE;16.5;-61.8;6
1897;0;0;MONTSERRAT;16.72;-62.18;0
1897;7;0;MEXICO;17;-96.3;0
1897;7.9;8;PHILIPPINES;18;120;0
1897;0;10;DOMINICAN REPUBLIC;18.5;-69.95;0
1897;6;8;TAIWAN;24.7;121.8;56
1897;8;10;INDIA;26;91;1542
1897;6.1;8;IRAN;26.95;56.26;1600
1897;7.7;0;JAPAN;38;143.7;0
1897;7.4;0;JAPAN;38.1;141.9;0
1897;0;7;ITALY;39;12.5;0
1897;7.9;0;JAPAN;39;143;0
1897;0;9;ALBANIA;40;20.1;0
1897;8.3;0;JAPAN;40;140;0
1898;6.5;8;CHILE;-36.83;-73.03;6
1898;7.9;8;NICARAGUA;12;-86;0
1898;4.3;8;IRAN;36.5;54.9;0
1898;0;8;GREECE;37.75;21;0
1898;6.5;8;USA;38.2;-122.4;0
1898;7.2;0;JAPAN;38.6;142;0
1898;0;10;USA;39;-124;0
1898;5.5;7;CHINA;39.1;113;12
1898;6.2;10;GREECE;39.75;20.75;0
1898;6;8;CHINA;39.8;76.6;47
1898;0;10;ITALY;42.4;13;0
1898;0;10;CROATIA;43.6;16.7;0
1898;7.6;0;USA;52;172;0
1899;6.9;10;BOLIVIA;-21.97;-63.67;0
1899;0;0;AUSTRALIA;-12.4;130.7;0
1899;0;0;PAPUA NEW GUINEA;-5;148;0
1899;0;0;PAPUA NEW GUINEA;-3;152;0
1899;7.8;0;INDONESIA;-3;128.5;2460
1899;0;0;VENEZUELA;10.4;-69.2;0
1899;8.4;0;MEXICO;17;-98;0
1899;7.8;5;JAMAICA;18;-77;0
1899;7.1;0;JAPAN;31.9;132;0
1899;0;0;JAPAN;31.9;132;0
1899;6.4;9;USA;33.5;-117;6
1899;6.6;9;GREECE;37.25;21.75;0
1899;6.7;9;TURKEY;37.93;28.84;1117
1899;5.6;0;TURKEY;41.6;43.5;247
1899;7.9;0;RUSSIA;53;159;0
1899;8.2;11;USA;60;-142;0
1899;7.8;7;USA;60;-140;0
1899;8.2;11;USA;60;-140;0
1900;7.6;0;SOLOMON ISLANDS;-10;165;0
1900;0;7;INDONESIA;-6.84;106.96;0
1900;7.1;0;PAPUA NEW GUINEA;-5;148;0
1900;6.8;0;PAPUA NEW GUINEA;-4;152;0
1900;6.9;0;INDONESIA;-4;140;0
1900;0;0;INDONESIA;-0.03;127.25;0
1900;7.9;0;COLOMBIA;4.6;-74;0
1900;7.5;0;COSTA RICA;10;-85.5;0
1900;0;0;VENEZUELA;10.3;-63.3;0
1900;0;0;VENEZUELA;10.6;-66.95;0
1900;8.4;10;VENEZUELA;11;-66;25
1900;7.4;0;MEXICO;20;-105;0
1900;7.8;0;MEXICO;20;-105;0
1900;7.8;0;JAPAN;36.5;133.5;0
1900;5.9;8;TURKEY;40.3;43.1;140
1900;7.9;9;RUSSIA;43;146;0
1900;8.3;8;USA;57.09;-153.48;0
1900;0;0;USA;58.6;-137.5;0
1901;7.9;0;NEW CALEDONIA;-22;170;0
1901;7.8;0;ECUADOR;-2;-82;0
1901;7;0;NICARAGUA;11;-86.5;0
1901;0;7;PHILIPPINES;14;121.6;0
1901;7.8;7;PHILIPPINES;14;122;0
1901;6;8;CHINA;26;100.1;0
1901;7.9;0;JAPAN;27;130;0
1901;6.4;8;USA;36;-120.5;0
1901;0;0;JAPAN;39;143;0
1901;5.9;8;TURKEY;39.4;26.7;0
1901;6.1;8;TURKEY;40;41.5;0
1901;7.9;0;JAPAN;40.5;142.5;0
1901;6.3;0;JAPAN;40.5;142.5;0
1901;8.2;0;JAPAN;40.6;142.3;18
1901;6.4;8;BULGARIA;43.4;28.7;4
1901;7.2;10;BULGARIA;43.4;28.5;4
1901;7.5;0;RUSSIA;45;148;0
1901;7.8;0;USA;51.45;-171.02;0
1902;7.8;0;TONGA;-20;-174;0
1902;7.8;0;PAPUA NEW GUINEA;-8;150;0
1902;7.3;10;PHILIPPINES;7.5;123.5;0
1902;0;9;PHILIPPINES;10.8;122.6;0
1902;7;0;EL SALVADOR;13.5;-89.5;0
1902;7.5;0;GUATEMALA;14;-91;2000
1902;6.3;0;GUATEMALA;14.71;-91.59;0
1902;7.8;0;MEXICO;16.6;-92.6;0
1902;7;0;MEXICO;17.6;-99.7;2
1902;8.1;9;USA TERRITORY;18;146;0
1902;5.5;7;CHINA;26.3;99.9;6
1902;0;0;IRAN;26.6;56.2;10
1902;0;0;IRAN;27.1;56.3;0
1902;7.8;0;MEXICO;29;-114;0
1902;0;7;USA;34.5;-120.5;0
1902;0;8;USA;37.4;-113.5;0
1902;7.7;10;CHINA;39.88;76.2;2500
1902;6.9;9;AZERBAIJAN;40.7;48.6;86
1902;5.5;9;TURKEY;40.7;33.6;4
1902;6.6;9;TURKEY;40.75;23.25;0
1902;6.4;9;UZBEKISTAN;40.8;72.3;4880
1902;8;4;RUSSIA;50;148;0
1902;7.8;0;USA;52.4;-167.5;0
1903;6.5;8;CHILE;-28.5;-71;0
1903;0;0;CHILE;-20.2;-70.15;0
1903;8;0;TONGA;-20;-175;0
1903;7.9;0;VANUATU;-17;168;0
1903;8.1;0;INDONESIA;-8;106;0
1903;6.5;0;INDONESIA;-3;127.5;0
1903;7.7;0;COLOMBIA;4.6;-74;0
1903;7.8;8;PHILIPPINES;7;126;0
1903;0;7;USA TERRITORY;14;143.3;0
1903;7.7;0;MEXICO;15;-98;0
1903;0;0;MEXICO;16.7;-99.2;0
1903;5.7;0;ISRAEL;32.2;35.3;20
1903;6.5;0;IRAN;35.2;58.2;350
1903;7.8;11;GREECE;36;23;2
1903;0;0;ITALY;38.1;13.4;0
1903;0;0;TURKEY;39.1;42.4;1700
1903;6.3;10;TURKEY;39.1;42.5;3560
1903;5.8;8;TURKEY;40.9;42.7;1000
1903;0;12;ITALY;44.3;10;0
1903;7.8;0;MONGOLIA;48;98;0
1903;8.3;0;USA;61.56;-158.54;0
1904;7.5;0;NEW ZEALAND;-40.5;177;0
1904;0;0;INDONESIA;-7.7;109;0
1904;7.7;0;ECUADOR;-1;-80.5;0
1904;7.9;0;COLOMBIA;7;-79;0
1904;7.2;0;PANAMA;9.2;-82.8;0
1904;6;0;TAIWAN;23.5;120.5;3
1904;6.3;0;TAIWAN;23.5;120.3;145
1904;7.9;0;JAPAN;30;130;0
1904;6;8;CHINA;31.2;100.9;400
1904;6.2;10;GREECE;37.75;27;4
1904;7.9;0;JAPAN;40;134;0
1904;7.5;10;BULGARIA;41.8;23.2;0
1904;7.8;11;BULGARIA;41.8;23.2;0
1904;7.6;10;JAPAN;42.5;145.8;0
1904;8.3;10;RUSSIA;52;159;0
1904;8.1;10;RUSSIA;52;159;0
1904;7.9;9;RUSSIA;52;159;0
1904;8.3;6;USA;64.66;-148.08;0
1905;7.5;0;KERMADEC ISLANDS (NEW ZEALAND);-27.5;-173;0
1905;0;0;VANUATU;-17.7;168.3;0
1905;0;0;VANUATU;-17.7;168.3;0
1905;0;0;VANUATU;-15.6;167.2;0
1905;7.5;0;PAPUA NEW GUINEA;-4;149;0
1905;7.6;0;KIRIBATI;-1;-168;0
1905;8.4;0;INDONESIA;1;123;0
1905;6.8;0;COSTA RICA;9.85;-84.68;0
1905;6.5;0;PHILIPPINES;11;123.5;0
1905;0;0;MEXICO;20.3;-103.4;0
1905;0;0;IRAN;26.4;56.3;0
1905;5;6;CHINA;29.3;104.8;13
1905;7.8;10;INDIA;33;76;19000
1905;7.8;0;JAPAN;34;132;11
1905;0;8;SYRIA;36.1;37.1;0
1905;0;0;TUNISIA;37.3;9.9;0
1905;7;0;JAPAN;37.4;142.6;0
1905;6.8;9;TURKEY;38.1;38.6;0
1905;7.1;11;ITALY;38.67;16.07;557
1905;6.5;10;TURKEY;40.2;29;0
1905;7.8;10;GREECE;40.25;24.2;0
1905;6.4;10;BULGARIA;42;23;0
1905;7.5;0;GEORGIA;42;42;0
1905;6.6;10;ALBANIA;42.1;19.6;120
1905;0;12;ITALY;42.1;13.9;0
1905;5.1;7;RUSSIA;44.5;37.5;0
1905;7.5;0;JAPAN;45;143;0
1905;8.4;0;MONGOLIA;49;99;0
1905;8.4;0;MONGOLIA;49;98;0
1905;7.9;0;USA;50.73;-178.55;0
1905;7.8;0;RUSSIA;53;164;0
1906;8.2;11;CHILE;-33;-72;4000
1906;7.8;0;AUSTRALIA;-22;109;0
1906;0;0;CHILE;-18.5;-70.3;0
1906;7.9;0;PERU;-18;-71;0
1906;8;0;PAPUA NEW GUINEA;-7;149;0
1906;7.2;0;PAPUA NEW GUINEA;-4;149;0
1906;7.9;7;ECUADOR;-2;-79;0
1906;8.6;9;ECUADOR;1;-81.5;1000
1906;0;0;ECUADOR;1;-81;0
1906;7.7;10;COLOMBIA;3.5;-76.2;0
1906;0;0;COLOMBIA;3.9;-77.033;0
1906;7.7;9;COLOMBIA;4.6;-74;0
1906;7.7;9;COLOMBIA;4.6;-74;0
1906;5;8;GHANA;6.5;0.3;0
1906;6.8;0;ETHIOPIA;9;38.4;0
1906;0;0;VENEZUELA;10.5;-66.917;0
1906;0;8;SAINT LUCIA;14;-61;0
1906;7.9;0;MARTINIQUE;15;-61;0
1906;7.5;0;MEXICO;19;-113.8;0
1906;6.5;0;TAIWAN;23.4;120.4;15
1906;6.8;0;TAIWAN;23.6;120.5;1258
1906;6.5;8;CHINA;24.5;118.5;0
1906;5.3;7;CHINA;24.6;98.6;1
1906;5.5;7;CHINA;26.6;104.1;0
1906;8.4;0;JAPAN;34;138;0
1906;7.9;11;USA;37.67;-122.48;700
1906;0;12;ITALY;38;13.7;0
1906;6.5;10;ALBANIA;41.1;20;0
1906;8.3;9;CHINA;43.5;85;280
1906;7.8;0;USA;51.05;179.69;0
1906;7.6;0;USA;56.85;-153.9;0
1907;0;0;TONGA;-21.17;-175.73;0
1907;7.6;0;PERU;-13.2;-75.4;0
1907;0;6;PERU;-8.01;-76.79;0
1907;7.7;0;PAPUA NEW GUINEA;-7.5;153.7;0
1907;7.4;0;PAPUA NEW GUINEA;-3.1;142.5;0
1907;0;8;INDONESIA;-2;121;0
1907;7.9;0;INDONESIA;1;127;0
1907;7.8;0;INDONESIA;2;94.5;0
1907;7.3;0;INDONESIA;3;122;0
1907;7.4;7;PHILIPPINES;13.5;123;0
1907;7.6;9;PHILIPPINES;14;123;2
1907;0;9;PHILIPPINES;14;123;0
1907;8.3;0;MEXICO;17;-100;8
1907;0;8;PHILIPPINES;18;120;0
1907;6.5;0;JAMAICA;18.2;-76.8;1000
1907;7.7;0;MEXICO;28;-112.5;0
1907;0;12;ITALY;38;13.7;0
1907;5.9;10;ITALY;38.133;16.017;158
1907;7.4;9;TAJIKISTAN;38.5;67.9;12000
1907;6.2;10;ALBANIA;41.1;20.1;0
1907;7.9;0;RUSSIA;51.5;147;0
1907;7.8;0;USA;52.59;-169.73;0
1907;5.5;5;USA;59.5;-135.5;0
1908;0;0;PERU;-14;-78;0
1908;6.6;0;INDONESIA;-10;129;0
1908;7.5;0;INDONESIA;-2;100;0
1908;7.5;0;INDONESIA;3;123;0
1908;7.5;0;PHILIPPINES;9;126;0
1908;7.5;0;MEXICO;17;-101;0
1908;8.1;0;MEXICO;18;-99;0
1908;6.8;0;USA;19;-155;0
1908;7.2;0;MYANMAR (BURMA);26.639;96.866;0
1908;7;0;AFGHANISTAN;36.5;70.5;0
1908;7;11;ITALY;38.17;15.58;78000
1908;7.6;0;RUSSIA;45;150;0
1908;6;0;USA;61;-146.2;0
1909;7.6;0;CHILE;-26.5;-70.5;0
1909;7.8;0;FIJI;-18;-179;0
1909;0;0;VANUATU;-15.5;167.2;0
1909;7.7;0;SOLOMON ISLANDS;-10;165;0
1909;7.6;0;INDONESIA;-2;101;0
1909;0;0;CAMEROON;4.2;9.2;0
1909;0;8;PHILIPPINES;8;127;0
1909;8;8;USA TERRITORY;12.5;145;0
1909;7.8;0;MEXICO;16.8;-99.8;0
1909;4.7;0;MEXICO;17;-101.2;0
1909;6.5;8;CHINA;24.4;103;21
1909;7.3;0;TAIWAN;24.4;121.8;4
1909;7.3;0;TAIWAN;25;121.5;9
1909;7.2;0;PAKISTAN;30;68;231
1909;7.9;0;JAPAN;32;131;0
1909;7.7;0;IRAN;33;50;5500
1909;6.7;0;JAPAN;34.5;141.5;0
1909;7.5;0;JAPAN;34.5;141.5;0
1909;6.9;0;JAPAN;35.4;136.3;41
1909;0;0;PAKISTAN;35.5;72.5;10
1909;0;0;MOROCCO;35.6;-5.4;100
1909;8.1;7;AFGHANISTAN;36.5;70.5;0
1909;0;12;ITALY;37.7;15.2;0
1909;5.7;10;GREECE;37.9;21.5;0
1909;5.8;9;TURKEY;38.6;26.9;8
1909;6.6;10;PORTUGAL;38.9;-8.8;30
1909;6.3;9;TURKEY;40.2;37.8;0
1909;5.8;8;TURKEY;40.3;29.6;0
1909;0;7;USA;41.8;-112.7;0
1909;0;12;ITALY;43.2;11.5;0
1909;0;12;ITALY;43.2;11.5;0
1909;6.2;10;FRANCE;43.7;5.4;40
1909;0;12;ITALY;44.5;10.5;0
1909;7.8;0;USA;52;175;0
1910;7.5;0;VANUATU;-20;169;0
1910;7.9;0;VANUATU;-19;169.5;0
1910;7.9;0;VANUATU;-16;166;0
1910;7.2;0;VANUATU;-14;166.5;0
1910;8;0;SOLOMON ISLANDS;-8;167;0
1910;7.3;0;ZAMBIA;-8;31;2
1910;6;0;PAPUA NEW GUINEA;-4.25;152.25;0
1910;6.7;8;INDONESIA;4;127;0
1910;7.5;0;INDONESIA;4.5;126;0
1910;6.2;7;PHILIPPINES;9;125.5;0
1910;0;0;COSTA RICA;9.8;-84;1750
1910;0;0;COSTA RICA;10;-84;700
1910;6.9;9;MEXICO;16.8;-95.9;0
1910;7.5;0;HONDURAS;17;-85;0
1910;7.8;0;TAIWAN;25.5;122.5;60
1910;7.4;0;JAPAN;33;138.5;0
1910;6.8;0;CHINA;35;122;0
1910;0;0;MOROCCO;35.3;-2.97;0
1910;6.4;11;ALGERIA;36;4;12
1910;5.9;10;ITALY;40.9;15.4;0
1910;6.1;7;TURKEY;40.9;34.6;0
1910;7.5;0;JAPAN;42;145;0
1911;7.3;0;CHILE;-20;-72;0
1911;0;0;PAPUA NEW GUINEA;-4.25;152.25;0
1911;7.7;0;MICRONESIA, FED. STATES OF;7;137;0
1911;7.8;10;PHILIPPINES;9;126;0
1911;0;9;PHILIPPINES;14.002;120.993;0
1911;7.6;4;MEXICO;17;-100.7;0
1911;7.9;0;MEXICO;17.5;-102.5;45
1911;5.5;7;CHINA;23;115.3;0
1911;8;0;JAPAN;28;130;12
1911;6.7;0;IRAN;31.23;57.03;700
1911;7.6;0;AFGHANISTAN;36;70.5;0
1911;4.3;10;ITALY;37.7;15.2;0
1911;7.4;0;TAJIKISTAN;38.2;72.8;90
1911;5.5;7;CHINA;39.8;114.5;0
1911;0;10;ALBANIA;40.4;20.5;0
1911;6.7;10;GREECE;41.1;20.7;0
1911;5;7;FRANCE;43.2;0.2;0
1911;7.7;10;KAZAKHSTAN;43.5;77.5;450
1911;7.6;7;RUSSIA;51.8;156;0
1911;6.9;8;USA;60.5;-149;0
1912;7.5;0;ARGENTINA;-29;-62.5;0
1912;7;10;PERU;-5.62;-80.413;0
1912;7.5;0;MICRONESIA, FED. STATES OF;7;138;0
1912;6.9;3;MICRONESIA, FED. STATES OF;7;138;0
1912;0;9;PHILIPPINES;12.6;124;0
1912;0;0;MEXICO;19.9;-99.9;0
1912;7.8;0;MEXICO;19.9;-99.8;0
1912;0;0;MEXICO;20.4;-103.2;0
1912;8;9;MYANMAR (BURMA);21;97;0
1912;7;10;GREECE;38;20.5;0
1912;6.6;0;JAPAN;40.5;142;0
1912;7.8;0;TURKEY;40.5;27.2;3000
1912;7.5;5;USA;57.5;-155;0
1912;7.5;11;ICELAND;64;-20;0
1913;6.8;8;NEW ZEALAND;-41.8;171.5;0
1913;7.6;0;TONGA;-20;-174;0
1913;8.1;0;VANUATU;-19.5;169;0
1913;7.5;0;VANUATU;-18;169;0
1913;7.9;10;PERU;-17;-74;0
1913;7;9;PERU;-16.6;-73.3;0
1913;6.3;10;PERU;-14.2;-72.9;150
1913;7;0;PAPUA NEW GUINEA;-7;148;0
1913;7.5;0;PAPUA NEW GUINEA;-5;154;0
1913;7.7;7;ECUADOR;-3.4;-79.6;0
1913;7.8;9;INDONESIA;5.354;126.121;138
1913;6.7;0;PANAMA;7.1;-80.6;0
1913;7.7;0;PHILIPPINES;9.5;127.8;0
1913;7;9;CHINA;24.15;102.45;942
1913;5.8;0;IRAN;26.8;53.7;11
1913;6;8;CHINA;28.4;102.3;0
1913;0;9;ITALY;39.6;16.2;0
1913;6.8;11;BULGARIA;43.5;25.5;0
1913;7.5;0;RUSSIA;46;152;0
1913;7.7;0;RUSSIA;47.5;155.5;0
1914;0;8;NEW ZEALAND;-37.8;178.2;1
1914;7.6;0;CHILE;-35;-73;0
1914;7.2;0;PERU;-17;-72;0
1914;0;0;PERU;-15.5;-73.2;0
1914;0;10;PERU;-15.2;-73.2;34
1914;0;0;PERU;-12;-76.6;0
1914;7.6;0;INDONESIA;-3.924;101.82;20
1914;8.1;9;INDONESIA;-1.829;136.943;0
1914;5.8;10;ECUADOR;-0.2;-78.2;0
1914;7.6;0;PALAU;6;132.5;0
1914;7.5;0;MEXICO;16.8;-92.2;0
1914;8.1;0;JAPAN;22;143;0
1914;7.1;0;JAPAN;31.58;130.67;29
1914;4.9;10;ITALY;37.7;15.2;120
1914;7;9;TURKEY;37.82;30.27;4000
1914;6;10;GREECE;38.25;23.25;0
1914;6.3;9;GREECE;38.8;20.6;14
1914;7.2;0;JAPAN;39.2;139.8;94
1914;5.6;7;TURKEY;39.2;36;0
1914;0;6;ITALY;43.5;10.2;0
1914;7.5;8;CHINA;43.5;91.5;1
1915;7.6;0;PERU;-18.5;-68.5;0
1915;0;0;INDONESIA;-3.644;133.695;0
1915;6;0;INDONESIA;-1;136;0
1915;0;8;PHILIPPINES;11.3;122.3;0
1915;7.9;0;EL SALVADOR;14;-89;0
1915;6.6;0;EL SALVADOR;14.56;-88.76;0
1915;6.4;8;PHILIPPINES;18;119.5;0
1915;7.7;0;JAPAN;23.6;123.5;0
1915;7;9;CHINA;29.5;91.5;170
1915;6.2;0;USA;32.8;-115.5;6
1915;7.8;0;JAPAN;38.3;142.9;0
1915;6.7;9;GREECE;38.5;20.7;0
1915;7.6;10;USA;40.5;-117.5;0
1915;7.5;11;ITALY;42;13.5;29978
1915;8.1;0;RUSSIA;47;155;0
1915;7.3;10;RUSSIA;53.5;163.3;0
1916;7.5;0;ARGENTINA;-28.5;-63;0
1916;7.5;0;BOLIVIA;-21;-68;0
1916;7.3;0;INDONESIA;-9;113;0
1916;7.9;0;PAPUA NEW GUINEA;-4.739;152.548;0
1916;7.5;0;PAPUA NEW GUINEA;-4;144.5;0
1916;8.1;0;INDONESIA;-3;136;0
1916;8.1;0;INDONESIA;-3;135.5;0
1916;7;9;PANAMA;9.6;-82;0
1916;0;0;VENEZUELA;10.46;-67.77;0
1916;7.5;0;NICARAGUA;11;-86;0
1916;0;8;PHILIPPINES;11.1;122.3;0
1916;7.2;9;DOMINICAN REPUBLIC;18.5;-68;0
1916;6.5;8;TAIWAN;23.7;120.9;180
1916;6;0;TAIWAN;24;121;1
1916;8;0;JAPAN;29.5;131.5;0
1916;7.7;0;NEPAL;30;81;0
1916;7.8;0;JAPAN;33;141;0
1916;5.1;7;ITALY;38.817;15.233;0
1916;7.8;0;TURKEY;41;37;0
1916;4.9;7;SLOVENIA;46.3;14.6;0
1916;7.7;0;RUSSIA;46.5;160;0
1916;7.7;0;USA;48.5;178.5;0
1916;7.5;0;USA;53.3;-170;0
1917;8;0;KERMADEC ISLANDS (NEW ZEALAND);-29.2;-177;0
1917;7.5;0;KERMADEC ISLANDS (NEW ZEALAND);-29;-177.5;0
1917;8.3;0;SAMOA;-15.5;-173;0
1917;7.8;0;INDONESIA;-7.5;128;0
1917;6.6;9;INDONESIA;-7;116;1500
1917;7.5;0;PAPUA NEW GUINEA;-3.705;141.729;0
1917;7.3;8;COLOMBIA;4;-74;6
1917;6.4;9;PHILIPPINES;6;125;7
1917;6.7;0;EL SALVADOR;13.82;-89.31;0
1917;6;0;GUATEMALA;14.6;-90.6;2650
1917;7.7;0;MEXICO;15;-97;0
1917;5.8;0;TAIWAN;23.2;121.6;0
1917;6.3;0;TAIWAN;23.9;120.9;54
1917;6.5;0;CHINA;24.47;118.08;0
1917;7.7;0;TAIWAN;25;123;0
1917;6.8;9;CHINA;28;104;1800
1917;6.3;8;CHINA;31.3;116.2;0
1917;0;12;ITALY;41.7;13.6;0
1917;0;12;ITALY;42.5;12.7;0
1917;7.5;0;CHINA;42.5;131;0
1917;5.5;10;ITALY;43.5;12.1;0
1917;0;12;ITALY;43.6;13.7;0
1917;5.6;8;SLOVENIA;45.9;15.6;0
1917;7.9;5;USA;54.79;-169.12;0
1917;7.8;0;RUSSIA;56.5;163;0
1918;7.9;0;CHILE;-28.5;-71.5;0
1918;7.8;0;CHILE;-26;-71;0
1918;8.1;0;INDONESIA;-7;129;0
1918;7.5;0;PAPUA NEW GUINEA;-3.5;142.5;0
1918;8.3;10;PHILIPPINES;5.5;123;46
1918;7.5;7;PHILIPPINES;6.5;126.5;0
1918;0;0;GUATEMALA;14;-90;0
1918;0;7;USA TERRITORY;18.2;-68.2;0
1918;0;7;USA TERRITORY;18.5;-67.5;0
1918;7.1;9;USA TERRITORY;18.7;-67.189;0
1918;0;9;PHILIPPINES;20.4;121.95;0
1918;7.3;10;CHINA;23.5;117.2;2000
1918;7.6;0;BANGLADESH;24.5;91;0
1918;5.5;7;CHINA;26.9;103;0
1918;6.8;0;USA;33.7;-117;0
1918;0;7;IRAN;34.5;58.2;0
1918;7.8;0;RUSSIA;44.5;151.5;0
1918;7.7;0;RUSSIA;45.4;136.5;0
1918;8.3;0;RUSSIA;45.5;151.5;0
1919;8.3;0;FIJI;-19.5;-176.5;0
1919;8.1;0;TONGA;-18.352;-172.515;0
1919;6.9;8;FIJI;-16.5;180;0
1919;8.2;0;PAPUA NEW GUINEA;-4.806;153.859;0
1919;0;8;INDONESIA;-2.55;140.75;0
1919;7.4;7;PHILIPPINES;8;126;0
1919;0;8;PHILIPPINES;12;122;0
1919;6.6;0;NICARAGUA;12.33;-88.291;0
1919;5.9;0;EL SALVADOR;13.69;-89.19;0
